,distributed_link_id,persona_category,distributed_link_category,distributed_link_author,rec_category,rec_author,isTopCount_persona,prop_persona,isMajorityCount_persona,isFirst3Position_persona,isFirstPosition_persona,propSameAuthor,isTopCount_dst,prop_dst,isMajorityCount_dst,isFirst3Position_dst,isFirstPosition_dst,propSameAuthor_persona,propSameAuthor_dst
241,7343001838003768618,control,beauty,ayesebastien,"['beauty', 'other', 'other', 'other', 'other', 'other', 'other', 'other']","['ayesebastien', 'ayesebastien', 'ayesebastien', 'ayesebastien', 'ayesebastien', 'ayesebastien', 'ayesebastien', 'marykatemoulton']",False,0.0,False,False,False,0.875,False,0.125,False,True,True,0.875,0.875
242,7343001838003768618,society,beauty,ayesebastien,"['other', 'other', 'other', 'beauty', 'beauty', 'other', 'other', 'other']","['everydaychrisofficial', 'firedepartmentchronicles', 'tbhcacagirl', 'katyperry', 'darbyann7', 'gracie_stewart', 'georginaflys', 'josyyyy.01']",False,0.0,False,False,False,0.0,False,0.25,False,False,False,0.0,0.0
243,7343001838003768618,sports,beauty,ayesebastien,"['other', 'other', 'other', 'beauty', 'other', 'other', 'other', 'other']","['d4rksinnn', 'ayesebastien', 'ayesebastien', 'ayesebastien', 'ayesebastien', 'annaibruv', 'omgcupcakez', 'ayesebastien']",False,0.0,False,False,False,0.625,False,0.125,False,False,False,0.625,0.625
244,7343021997191941418,beauty,beauty,shereeneidriss,"['other', None, None, None, None, None, None, None]","['that1flame', None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
245,7343021997191941418,control,beauty,shereeneidriss,"['beauty', 'beauty', 'other', 'other', 'beauty', 'other', 'beauty', 'beauty']","['shereeneidriss', 'shereeneidriss', 'shereeneidriss', 'dermatologysurgeon', 'shereeneidriss', 'tinashe', 'shereeneidriss', 'shereeneidriss']",False,0.0,False,False,False,0.75,True,0.625,True,True,True,0.75,0.75
246,7343021997191941418,society,beauty,shereeneidriss,"['sports', None, 'beauty', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty']","['doctormyro', None, 'shereeneidriss', 'shereeneidriss', 'samiasauce', 'thefeelgoodexpert', 'shereeneidriss', 'shereeneidriss']",False,0.0,False,False,False,0.5714285714285714,True,0.8571428571428571,True,True,False,0.5714285714285714,0.5714285714285714
247,7343021997191941418,sports,beauty,shereeneidriss,"['other', 'other', 'beauty', 'beauty', 'other', 'beauty', 'other', 'beauty']","['xocheergurlox', 'mojojojokes', 'shereeneidriss', 'shereeneidriss', 'dermatologysurgeon', 'shereeneidriss', 'dr.mamina', 'shereeneidriss']",False,0.0,False,False,False,0.5,True,0.5,False,True,False,0.5,0.5
248,7343390993674177838,beauty,society,tndtok,"['other', 'other', 'other', 'other', 'other', 'other', 'other', 'other']","['official_nct', 'riize_official', 'official_nct', 'official_nct', 'official_nct', 'official_nct', 'official_nct', 'official_nct']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
249,7343390993674177838,control,society,tndtok,"[None, 'society', 'other', 'other', None, 'other', 'other', 'other']","['candace.reacts', 'sultanofsavage', 'calllmikenzy1', 'milestrongled', None, 'liawu..prxtty', 'lifewithpaige19', 'neewerofficial']",False,0.0,False,False,False,0.0,False,0.16666666666666666,False,True,False,0.0,0.0
250,7343390993674177838,society,society,tndtok,"[None, 'other', 'other', 'society', 'other', 'other', 'other', 'other']","['royanews', 'shelxvesalejo', 'lovessunsets81', 'dailymail', 'prettyface.._nana', 'capcut_editor_27', 'isadora_.nunes', 'isadora_.nunes']",False,0.14285714285714285,False,False,False,0.0,False,0.14285714285714285,False,False,False,0.0,0.0
251,7343390993674177838,sports,society,tndtok,"['other', 'other', 'other', 'other', None, 'other', 'other', 'other']","['andyowndabezitha', 'tataoliveira25', 'alexandermoralespp', 'katty_lindx', 'demon_prada', 'andyowndabezitha', 'andyowndabezitha', 'andyowndabezitha']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
252,7343439600372829483,beauty,beauty,marissa.lubeck,"['other', 'sports', 'other', 'other', None, None, None, None]","['dakota.g.thompson', 'breathbreak', 'christianxo7', 'thenostalgicvault', None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
253,7343439600372829483,control,beauty,marissa.lubeck,"['beauty', 'beauty', None, 'beauty', 'beauty', 'beauty', 'other', 'other']","['travelherofficial', 'miaaaaa12130', None, 'laneige_kr', 'estherdaze', 'tanyasv_', 'argo.and.co', 'argo.and.co']",False,0.0,False,False,False,0.0,True,0.7142857142857143,True,True,True,0.0,0.0
254,7343439600372829483,society,beauty,marissa.lubeck,"['other', 'other', 'other', 'society', 'other', 'other', 'beauty', 'other']","['motortest507', 'h7zenx', 'havrandere_20', 'sam.ok166', 'p.g.bagic', 'armin_spoter', 'jta1208', 'user45313374133666']",False,0.125,False,False,False,0.0,False,0.125,False,False,False,0.0,0.0
255,7343439600372829483,sports,beauty,marissa.lubeck,"['sports', 'other', 'sports', 'beauty', 'beauty', 'beauty', 'beauty', None]","['jordan_stephens25', 'rocktownmedia', 'emwood.21', 'preppylifestyleld', 'laneige_kr', '..jesella', 'miaaaaa12130', 'millymill23']",False,0.2857142857142857,False,True,True,0.0,True,0.5714285714285714,True,False,False,0.0,0.0
256,7343826274500021546,beauty,,,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,True,0.0,False,True,True,0.0,0.0
257,7343826274500021546,control,,,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,True,0.0,False,True,True,0.0,0.0
258,7343826274500021546,society,,,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,True,0.0,False,True,True,0.0,0.0
259,7343826274500021546,sports,,,"[None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,True,0.0,False,True,True,0.0,0.0
260,7344054163388517664,beauty,beauty,fruit_premium1,"['other', 'beauty', 'beauty', None, 'other', 'other', 'other', 'other']","['ikuzomundo', 'blinkvy.ng', 'marzkicks', 'elshou8', 'faosallaharamide', 'oluwatimade', 'user4105695739437', 'sarahreesewright']",False,0.2857142857142857,False,True,False,0.0,False,0.2857142857142857,False,True,False,0.0,0.0
261,7344054163388517664,control,beauty,fruit_premium1,"['other', 'beauty', 'other', None, 'other', 'other', 'other', 'other']","['thato_abby3', '_sacha_fierce', 'bahdbwoy05', 'boxingalleymike', 'nbamicheal2', 'kosmossale', 'tariqbaloch00531', 'machbolan007']",False,0.0,False,False,False,0.0,False,0.14285714285714285,False,True,False,0.0,0.0
262,7344054163388517664,society,beauty,fruit_premium1,"['other', 'society', None, None, 'beauty', 'other', 'other', 'beauty']","['capcutmodelosszz', 'trtworld', 'trtworld', 'israelcc', 'vljayden', 'ten_yujin', 'pr3ttyface_wynterr.zptt', 'lfn.chris']",False,0.16666666666666666,False,True,False,0.0,False,0.3333333333333333,False,False,False,0.0,0.0
263,7344054163388517664,sports,beauty,fruit_premium1,"['other', 'beauty', 'other', 'beauty', 'other', 'other', None, 'other']","['ubaidullahprince007', 'that_ify_', 'nessahmenezess', 'sabinaaaraiymkul1', 'sander968165525', 'yrzz_vale12', None, 'azulashes08']",False,0.0,False,False,False,0.0,False,0.2857142857142857,False,True,False,0.0,0.0
264,7344182211605876014,beauty,beauty,cecilybauchmann,"['other', None, None, None, None, None, None, None]","['official_nct', None, None, None, None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
265,7344182211605876014,control,beauty,cecilybauchmann,"['other', 'other', 'other', 'other', 'beauty', 'beauty', 'beauty', 'beauty']","['bryana.ferringer', 'cecilybauchmann', 'cecilybauchmann', 'krystianatiana', 'nataliezacek', 'cecilybauchmann', 'cecilybauchmann', 'cecilybauchmann']",False,0.0,False,False,False,0.625,True,0.5,False,False,False,0.625,0.625
266,7344182211605876014,society,beauty,cecilybauchmann,"['other', 'beauty', 'other', 'beauty', 'society', None, None, None]","['cecilybauchmann', 'cecilybauchmann', 'bryana.ferringer', 'cecilybauchmann', 'abcworldnews', None, None, None]",False,0.2,False,False,False,0.6,False,0.4,False,True,False,0.6,0.6
267,7344182211605876014,sports,beauty,cecilybauchmann,"['other', 'beauty', 'beauty', 'other', None, 'beauty', 'beauty', 'other']","['cecilybauchmann', 'cecilybauchmann', 'nataliezacek', 'bryana.ferringer', None, 'cecilybauchmann', 'cecilybauchmann', 'darcymcqueenyyy']",False,0.0,False,False,False,0.5714285714285714,True,0.5714285714285714,True,True,False,0.5714285714285714,0.5714285714285714
268,7344410320183627050,beauty,beauty,onlyinindia_,"['other', 'beauty', 'other', 'other', 'other', 'other', 'other', 'other']","['horrorvisuals', 'theshufflerdeck1', 'fafmemesofficial', 'rizeditzz', 'aaronrheins2', 'aaronrheins2', 'squirrel.games0', 'adrianalarcon025']",False,0.125,False,True,False,0.0,False,0.125,False,True,False,0.0,0.0
269,7344410320183627050,control,beauty,onlyinindia_,"[None, 'other', 'other', None, 'other', 'other', 'other', 'other']","['richieyrt0', 'avegail922', 'tam.arai.yu', 'lmsublimacion', 'nouaess', '_.maicita', 'swiftcatsxo', 'fourleafchillin']",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
270,7344410320183627050,society,beauty,onlyinindia_,"[None, 'other', 'other', 'society', 'society', None, None, None]","[None, 'cofringo', 'user3412350239139', 'msnbc', 'abcworldnews', None, None, None]",False,0.5,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
271,7344410320183627050,sports,beauty,onlyinindia_,"[None, 'other', None, 'beauty', 'beauty', 'society', 'other', 'beauty']","['4reumdt', '4yamaha', None, 'el_angeliko', 'therealoscarmendez', 'royal.lily.paper', 'horrorvisuals', '86hands']",False,0.0,False,False,False,0.0,True,0.5,False,False,False,0.0,0.0
272,7345604222190390574,beauty,society,nickshirleyy,"['other', 'other', 'society', 'society', 'society', 'other', 'other', 'other']","['cozycabinstudios', 'greenskulltok', 'nickshirleyy', 'nickshirleyy', 'nickshirleyy', 'nickshirleyy', 'peng_wii_knee', 'seok_mosquito']",False,0.0,False,False,False,0.5,False,0.375,False,True,False,0.5,0.5
273,7345604222190390574,control,society,nickshirleyy,"['other', 'society', 'society', 'society', 'other', 'beauty', 'other', 'society']","['nickshirleyy', 'nickshirleyy', 'nickshirleyy', 'nickshirleyy', 'slutforpisces', 'perfectpalette', 'hlatsiiii_', 'nickshirleyy']",False,0.0,False,False,False,0.625,True,0.5,False,True,False,0.625,0.625
274,7345604222190390574,society,society,nickshirleyy,"['society', 'society', 'society', 'society', 'society', 'society', 'society', 'other']","['nickshirleyy', 'nickshirleyy', 'nickshirleyy', 'teamkennedy2024', 'miss_jamielyn4.0', 'msnbc', 'nickshirleyy', 'nickshirleyy']",True,0.875,True,True,True,0.625,True,0.875,True,True,True,0.625,0.625
275,7345604222190390574,sports,society,nickshirleyy,"['other', 'society', 'other', 'other', None, 'society', 'society', 'society']","['liltazvert', 'nickshirleyy', 'nickshirleyy', 'chickenhappyhour', None, 'nickshirleyy', 'nickshirleyy', 'nickshirleyy']",False,0.0,False,False,False,0.7142857142857143,True,0.5714285714285714,True,True,False,0.7142857142857143,0.7142857142857143
276,7345990151597821226,beauty,beauty,kittyfoodie,"['other', 'beauty', 'beauty', 'other', 'beauty', 'beauty', 'other', 'other']","['nikolaisavic', 'kittyfoodie', 'kittyfoodie', 'bossley00', 'kittyfoodie', 'kittyfoodie', 'chris.ifeco5', '55_66zz']",True,0.5,False,True,False,0.5,True,0.5,False,True,False,0.5,0.5
277,7345990151597821226,control,beauty,kittyfoodie,"[None, 'beauty', 'beauty', 'beauty', 'other', 'other', 'beauty', 'beauty']","['steves.adventure', 'kittyfoodie', 'kittyfoodie', 'kittyfoodie', 'edith.ify', 'aaravinho', 'kittyfoodie', 'kittyfoodie']",False,0.0,False,False,False,0.625,True,0.7142857142857143,True,True,False,0.7142857142857143,0.7142857142857143
278,7345990151597821226,society,beauty,kittyfoodie,"['beauty', 'beauty', 'other', 'beauty', 'sports', 'beauty', 'other', 'beauty']","['kittyfoodie', 'kittyfoodie', 'user37518047343940', 'kittyfoodie', 'emmanuelveloz421', 'lilytrii', 'minhohoe', 'kittyfoodie']",False,0.0,False,False,False,0.5,True,0.625,True,True,True,0.5,0.5
279,7345990151597821226,sports,beauty,kittyfoodie,"['other', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty', 'other']","['tayyabawan751', 'kittyfoodie', 'kittyfoodie', 'kittyfoodie', 'kittyfoodie', 'kittyfoodie', 'kittyfoodie', 'kauagisley']",False,0.0,False,False,False,0.75,True,0.75,True,True,False,0.75,0.75
280,7346342355999460639,beauty,society,theunexpectedspy,"['other', 'other', 'other', None, 'other', None, None, None]","['thatonecascoo', 'kade.grothem', 'slappyboizgaming', None, 'not.shxxtzz', None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
281,7346342355999460639,control,society,theunexpectedspy,"['beauty', None, 'beauty', 'other', None, None, None, None]","['shelshelshelshel', None, 'jojo.butterflylove', 'comfortlevelpodcast', None, None, None, None]",False,0.0,False,False,False,0.0,False,0.0,False,False,False,0.0,0.0
282,7346342355999460639,society,society,theunexpectedspy,"['society', 'other', 'other', None, 'other', 'society', None, None]","['dailymail', 'jamacain.frais28', 'm8kvssssss', 'mohmadabatkfaraba', 'gizemsliii', 'abcworldnews', None, None]",False,0.4,False,True,True,0.0,False,0.4,False,True,True,0.0,0.0
283,7346342355999460639,sports,society,theunexpectedspy,"['sports', 'sports', None, None, None, 'sports', 'other', 'other']","['homepl8training', '_faithrob1', None, None, None, 'ligue1ubereats', 'madydabest', 'agathe2yourlikeng']",True,0.6,True,True,True,0.0,False,0.0,False,False,False,0.0,0.0
284,7347818606912146730,beauty,other,charminglyfrugal,"['other', 'other', 'other', 'beauty', 'other', 'beauty', None, None]","['craigasm', 'patheticplayer', 'rou1019', 'luna29092016', 'jerilzo8', 'charminglyfrugal', None, None]",False,0.3333333333333333,False,False,False,0.16666666666666666,True,0.6666666666666666,True,True,True,0.16666666666666666,0.16666666666666666
285,7347818606912146730,control,other,charminglyfrugal,"['sports', 'other', 'other', 'beauty', 'beauty', None, None, None]","['breathbreak', 'x.hearts4mel.x', 'angelssupersecretpriv', 'sneakherscanada', 'charminglyfrugal', None, None, None]",False,0.0,False,False,False,0.2,False,0.4,False,True,False,0.2,0.2
286,7347818606912146730,society,other,charminglyfrugal,"['society', None, None, 'society', 'other', None, None, None]","['thankucheese', None, None, 'flarealdeal100', 'saltedfish013', None, None, 'caseyleebarker']",False,0.6666666666666666,True,True,True,0.0,False,0.3333333333333333,False,False,False,0.0,0.0
287,7347818606912146730,sports,other,charminglyfrugal,"[None, 'other', 'other', 'other', 'other', 'other', 'other', 'other']","[None, 'bakulexicosplay', 'twistedsphreak', 'akanetokito5', 'newjeanseditors', 'rou1019', 'mazelovv.mzlff', 'twistedsphreak']",False,0.0,False,False,False,0.0,True,1.0,True,True,False,0.0,0.0
288,7348162190538542379,beauty,beauty,lucymakes_,"['other', 'other', 'other', 'beauty', 'other', 'other', 'other', 'other']","['official_nct', 'istent_theboyz', 'aomgofficial', 'digiflips', 'ladla_king_512', 'mekonnenknife', 'volleyball__worlddd', 'whoknowspraise']",False,0.125,False,False,False,0.0,False,0.125,False,False,False,0.0,0.0
289,7348162190538542379,control,beauty,lucymakes_,"['society', 'beauty', None, 'beauty', 'beauty', 'other', 'beauty', 'beauty']","['winefarts', 'yuyi_chua', 'p0sitonss', 'jemsyy_', 'kazsawyer', 'kayleesticker', 'sorshamorava', 'ericanic0le']",False,0.0,False,False,False,0.0,True,0.7142857142857143,True,True,False,0.0,0.0
290,7348162190538542379,society,beauty,lucymakes_,"['society', 'sports', None, 'other', 'beauty', 'other', 'beauty', 'other']","['winefarts', 'thatfoodietherapist', 'p0sitonss', 'bjoyce777', 'jemsyy_', 'dee.aut', 'yungyinkv', 'lis_daily_']",False,0.14285714285714285,False,True,True,0.0,False,0.2857142857142857,False,False,False,0.0,0.0
291,7348162190538542379,sports,beauty,lucymakes_,"['beauty', 'beauty', 'other', 'beauty', 'other', 'other', 'society', 'other']","['jemsyy_', 'yuyi_chua', 'wormstastefunny', 'kazsawyer', 'lis_daily_', 'kayleesticker', 'winefarts', 'bjoyce777']",False,0.0,False,False,False,0.0,False,0.375,False,True,True,0.0,0.0
292,7348616841389968686,beauty,beauty,isabellacjansen,"['other', 'other', 'beauty', None, 'other', 'beauty', 'other', 'other']","['novakboii', 'npeachii_', 'isabellacjansen', 'sakisasakii', 'd3vlne_', 'isabellacjansen', 'saifaanygamer', 'minhohoe']",False,0.2857142857142857,False,True,False,0.25,False,0.2857142857142857,False,True,False,0.2857142857142857,0.2857142857142857
293,7348616841389968686,control,beauty,isabellacjansen,"['beauty', 'beauty', 'other', 'beauty', 'beauty', 'beauty', 'beauty', 'beauty']","['isabellacjansen', 'megan_a_james', 'madisonohora', 'brittanybaileymade', 'cnnunderscored', 'isabellacjansen', 'melanie.mxo', 'acquiredstyle']",False,0.0,False,False,False,0.25,True,0.875,True,True,True,0.25,0.25
294,7348616841389968686,society,beauty,isabellacjansen,"['other', 'society', 'beauty', 'beauty', 'beauty', 'other', 'society', None]","['user8533781581515', 'msnbc', 'isabellacjansen', 'isabellacjansen', 'douyinxynh', 'nayde.111', 'brutamerica', None]",False,0.2857142857142857,False,True,False,0.2857142857142857,True,0.42857142857142855,False,True,False,0.2857142857142857,0.2857142857142857
295,7348616841389968686,sports,beauty,isabellacjansen,"[None, 'beauty', 'beauty', 'beauty', 'beauty', 'other', None, 'other']","[None, 'isabellacjansen', 'isabellacjansen', 'isabellacjansen', 'casinha.da_day', 'melanyee_rdz', None, 'tariqbaloch00531']",False,0.0,False,False,False,0.5,True,0.6666666666666666,True,True,False,0.5,0.5
296,7349268064854117664,beauty,,storytoknow13,"['other', None, 'other', 'other', 'sports', 'other', 'other', None]","['official_nct', None, 'official_nct', 'official_nct', '3k.simp_', 'notshaneb', 'itzpolloyt', None]",False,0.0,False,False,False,0.0,False,0.0,False,True,False,0.0,0.0
297,7349268064854117664,control,,storytoknow13,"['other', 'other', None, 'other', 'beauty', None, 'other', 'other']","['steves.adventure', 'honkifyoulovemydog', None, 'ally_420_wifey_official', 'stcshop', None, 'honkifyoulovemydog', 'honkifyoulovemydog']",False,0.0,False,False,False,0.0,False,0.0,False,True,False,0.0,0.0
298,7349268064854117664,society,,storytoknow13,"['other', 'society', 'society', None, 'society', 'society', 'society', 'society']","['nataliejanesings', 'tndtok', 'shahzadbhatti3419', 'chandu__patel___', 't_sply', 'msnbc', 't_sply', 't_sply']",True,0.8571428571428571,True,True,False,0.0,False,0.0,False,False,False,0.0,0.0
299,7349268064854117664,sports,,storytoknow13,"[None, 'beauty', None, 'other', 'other', 'other', None, 'other']","[None, 'youry092', None, 'canoline', 'user8536639233004', 'musa.mosez', None, 'judith8378']",False,0.0,False,False,False,0.0,False,0.0,False,True,True,0.0,0.0
300,7349646353267576107,beauty,beauty,naraazizasmith,"['beauty', 'beauty', 'beauty', 'other', 'beauty', 'other', 'beauty', 'beauty']","['naraazizasmith', 'naraazizasmith', 'naraazizasmith', 'miry8270', 'karli.annaa', 'rileyscallon', 'naraazizasmith', 'naraazizasmith']",True,0.75,True,True,True,0.625,True,0.75,True,True,True,0.625,0.625
301,7349646353267576107,control,beauty,naraazizasmith,"['beauty', 'beauty', 'beauty', 'beauty', 'beauty', None, 'beauty', None]","['naraazizasmith', 'naraazizasmith', 'naraazizasmith', 'naraazizasmith', 'naraazizasmith', None, 'naraazizasmith', None]",False,0.0,False,False,False,1.0,True,1.0,True,True,True,1.0,1.0
302,7349646353267576107,society,beauty,naraazizasmith,"['beauty', 'beauty', 'beauty', 'other', 'beauty', 'society', 'society', None]","['naraazizasmith', 'naraazizasmith', 'itsmstikafrs', 'sweetabby124', 'naraazizasmith', 'nbcnews', 'abcworldnews', None]",False,0.2857142857142857,False,False,False,0.42857142857142855,True,0.5714285714285714,True,True,True,0.42857142857142855,0.42857142857142855
303,7349646353267576107,sports,beauty,naraazizasmith,"['beauty', 'beauty', 'beauty', 'beauty', None, 'beauty', 'beauty', 'beauty']","['naraazizasmith', 'naraazizasmith', 'naraazizasmith', 'naraazizasmith', None, 'naraazizasmith', 'naraazizasmith', 'naraazizasmith']",False,0.0,False,False,False,1.0,True,1.0,True,True,True,1.0,1.0
304,7349664900228091167,beauty,beauty,edwardzo,"['beauty', 'beauty', 'other', 'other', 'other', 'other', 'beauty', None]","['edwardzo', 'edwardzo', 'official_nct', 'official_nct', 'lildroptop2.0', 'austinfelt', 'catherine.desserts', 'official_nct']",False,0.42857142857142855,False,True,True,0.25,False,0.42857142857142855,False,True,True,0.2857142857142857,0.2857142857142857
305,7349664900228091167,control,beauty,edwardzo,"['beauty', 'beauty', 'other', 'beauty', 'beauty', 'beauty', None, 'other']","['edwardzo', 'edwardzo', 'stussytai', 'skybxyy', 'evdeshort', 'doctor.z0idberg', 'lrcs.heart', 'starry_night325']",False,0.0,False,False,False,0.25,True,0.7142857142857143,True,True,True,0.2857142857142857,0.2857142857142857
